,empresa,indicador,valor,na,nd,criterio,peso_especifica,peso_geral,criterio_desempate,sub_indicador,calculado,direcao_indicador
53,ENERGISA SS,ISG,76.76282,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
54,ENERGISA TO,ISG,67.84,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
55,EQTL ALAGOAS,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
56,EQTL MARANHÃO,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
57,EQTL PARÁ,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
58,EQTL PIAUÍ,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
59,LIGHT,ISG,46.4,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
60,NEOENERGIA BRASÍLIA,ISG,,0.0,1.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
61,RGE,ISG,73.6,0.0,0.0,Avaliação pelo Cliente,0,0.0,1,0,0,maior melhor
0,AMAZONAS ENERGIA,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
1,CEEE,ISQP,64.80208,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
2,CELESC,ISQP,76.74152,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
3,CELPE,ISQP,64.53443,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
4,CEMIG,ISQP,69.811005,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
5,COELBA,ISQP,63.25433,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
6,COPEL,ISQP,78.74136,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
7,COSERN,ISQP,71.065796,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
8,CPFL PAULISTA,ISQP,72.62755,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
9,CPFL PIRATININGA,ISQP,70.93396,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
10,EDP ES,ISQP,72.555275,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
11,EDP SP,ISQP,69.46574,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
12,ELEKTRO,ISQP,69.98394,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
13,ENEL CE,ISQP,59.82362,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
14,ENEL GO,ISQP,59.93404,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
15,ENEL RJ,ISQP,63.61936,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
16,ENEL SP,ISQP,56.35586,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
17,ENERGISA MS,ISQP,67.62651,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
18,ENERGISA MT,ISQP,64.32484,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
19,ENERGISA PB,ISQP,77.66458,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
20,ENERGISA RO,ISQP,61.035606,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
21,ENERGISA SE,ISQP,67.21694,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
22,ENERGISA SS,ISQP,75.739716,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
23,ENERGISA TO,ISQP,70.27913,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
24,EQTL ALAGOAS,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
25,EQTL MARANHÃO,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
26,EQTL PARÁ,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
27,EQTL PIAUÍ,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
28,LIGHT,ISQP,56.35586,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
29,NEOENERGIA BRASÍLIA,ISQP,,0.0,1.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
30,RGE,ISQP,68.83299,0.0,0.0,Avaliação pelo Cliente,100,25.0,0,0,0,maior melhor
498,AMAZONAS ENERGIA,MEDIA IDAT RS 3 ANOS,,0.0,1.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
499,CEEE,MEDIA IDAT RS 3 ANOS,64.22432,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
500,CELESC,MEDIA IDAT RS 3 ANOS,74.27991,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
501,CELPE,MEDIA IDAT RS 3 ANOS,61.15667,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
502,CEMIG,MEDIA IDAT RS 3 ANOS,72.428925,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
503,COELBA,MEDIA IDAT RS 3 ANOS,65.63152,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
504,COPEL,MEDIA IDAT RS 3 ANOS,79.363396,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
505,COSERN,MEDIA IDAT RS 3 ANOS,75.50633,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
506,CPFL PAULISTA,MEDIA IDAT RS 3 ANOS,73.78471,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
507,CPFL PIRATININGA,MEDIA IDAT RS 3 ANOS,72.43927,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
508,EDP ES,MEDIA IDAT RS 3 ANOS,70.39185,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
509,EDP SP,MEDIA IDAT RS 3 ANOS,73.851585,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
510,ELEKTRO,MEDIA IDAT RS 3 ANOS,71.758736,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
511,ENEL CE,MEDIA IDAT RS 3 ANOS,66.78708,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
512,ENEL GO,MEDIA IDAT RS 3 ANOS,57.62459,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
513,ENEL RJ,MEDIA IDAT RS 3 ANOS,59.439915,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
514,ENEL SP,MEDIA IDAT RS 3 ANOS,63.506603,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
515,ENERGISA MS,MEDIA IDAT RS 3 ANOS,69.339676,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
516,ENERGISA MT,MEDIA IDAT RS 3 ANOS,69.84704,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
517,ENERGISA PB,MEDIA IDAT RS 3 ANOS,78.01051,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
518,ENERGISA RO,MEDIA IDAT RS 3 ANOS,56.533455,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
519,ENERGISA SE,MEDIA IDAT RS 3 ANOS,73.17414,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
520,ENERGISA SS,MEDIA IDAT RS 3 ANOS,76.78195,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
521,ENERGISA TO,MEDIA IDAT RS 3 ANOS,70.75432,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
522,EQTL ALAGOAS,MEDIA IDAT RS 3 ANOS,,0.0,1.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
523,EQTL MARANHÃO,MEDIA IDAT RS 3 ANOS,,0.0,1.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
524,EQTL PARÁ,MEDIA IDAT RS 3 ANOS,,0.0,1.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
525,EQTL PIAUÍ,MEDIA IDAT RS 3 ANOS,,0.0,1.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
526,LIGHT,MEDIA IDAT RS 3 ANOS,55.153667,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
527,NEOENERGIA BRASÍLIA,MEDIA IDAT RS 3 ANOS,,0.0,1.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
528,RGE,MEDIA IDAT RS 3 ANOS,71.11272,0.0,0.0,Responsabilidade Socioambiental,25,2.5,0,0,0,maior melhor
622,AMAZONAS ENERGIA,PERDAS APURADO,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
623,CEEE,PERDAS APURADO,17.68,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
624,CELESC,PERDAS APURADO,8.06,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
625,CELPE,PERDAS APURADO,19.8,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
626,CEMIG,PERDAS APURADO,12.56,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
627,COELBA,PERDAS APURADO,17.22,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
628,COPEL,PERDAS APURADO,9.04,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
629,COSERN,PERDAS APURADO,11.29,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
630,CPFL PAULISTA,PERDAS APURADO,9.42,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
631,CPFL PIRATININGA,PERDAS APURADO,7.85,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
632,EDP ES,PERDAS APURADO,13.39,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
633,EDP SP,PERDAS APURADO,8.57,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
634,ELEKTRO,PERDAS APURADO,8.08,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
635,ENEL CE,PERDAS APURADO,16.18,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
636,ENEL GO,PERDAS APURADO,11.48,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
637,ENEL RJ,PERDAS APURADO,21.91,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
638,ENEL SP,PERDAS APURADO,10.64,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
639,ENERGISA MS,PERDAS APURADO,13.21,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
640,ENERGISA MT,PERDAS APURADO,14.41,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
641,ENERGISA PB,PERDAS APURADO,13.48,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
642,ENERGISA RO,PERDAS APURADO,26.59,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
643,ENERGISA SE,PERDAS APURADO,10.61,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
644,ENERGISA SS,PERDAS APURADO,6.53,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
645,ENERGISA TO,PERDAS APURADO,12.57,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
646,EQTL ALAGOAS,PERDAS APURADO,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
647,EQTL MARANHÃO,PERDAS APURADO,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
648,EQTL PARÁ,PERDAS APURADO,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
649,EQTL PIAUÍ,PERDAS APURADO,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
650,LIGHT,PERDAS APURADO,25.92,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
651,NEOENERGIA BRASÍLIA,PERDAS APURADO,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
652,RGE,PERDAS APURADO,9.71,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,menor melhor
248,AMAZONAS ENERGIA,PERDAS DESVIO,,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
249,CEEE,PERDAS DESVIO,1.9092872,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
250,CELESC,PERDAS DESVIO,1.0862534,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
251,CELPE,PERDAS DESVIO,1.2298137,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
252,CEMIG,PERDAS DESVIO,1.0988626,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
253,COELBA,PERDAS DESVIO,1.2,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
254,COPEL,PERDAS DESVIO,1.0736341,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
255,COSERN,PERDAS DESVIO,1.0482823,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
256,CPFL PAULISTA,PERDAS DESVIO,1.124105,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
257,CPFL PIRATININGA,PERDAS DESVIO,1.1966463,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
258,EDP ES,PERDAS DESVIO,1.1583045,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
259,EDP SP,PERDAS DESVIO,1.1919333,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
260,ELEKTRO,PERDAS DESVIO,0.9963009,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
261,ENEL CE,PERDAS DESVIO,1.1967455,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
262,ENEL GO,PERDAS DESVIO,0.96877635,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
263,ENEL RJ,PERDAS DESVIO,1.1830454,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
264,ENEL SP,PERDAS DESVIO,1.130712,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
265,ENERGISA MS,PERDAS DESVIO,1.0185043,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
266,ENERGISA MT,PERDAS DESVIO,1.0564516,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
267,ENERGISA PB,PERDAS DESVIO,1.0564263,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
268,ENERGISA RO,PERDAS DESVIO,1.2058957,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
269,ENERGISA SE,PERDAS DESVIO,1.0056872,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
270,ENERGISA SS,PERDAS DESVIO,0.9702823,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
271,ENERGISA TO,PERDAS DESVIO,0.90366644,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
272,EQTL ALAGOAS,PERDAS DESVIO,,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
273,EQTL MARANHÃO,PERDAS DESVIO,,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
274,EQTL PARÁ,PERDAS DESVIO,,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
275,EQTL PIAUÍ,PERDAS DESVIO,,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
276,LIGHT,PERDAS DESVIO,1.35,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
277,NEOENERGIA BRASÍLIA,PERDAS DESVIO,,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
278,RGE,PERDAS DESVIO,1.0577343,0.0,0.0,Gestão Operacional,10,2.5,0,0,1,menor melhor
653,AMAZONAS ENERGIA,PERDAS REFERENCIAL,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
654,CEEE,PERDAS REFERENCIAL,9.26,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
655,CELESC,PERDAS REFERENCIAL,7.42,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
656,CELPE,PERDAS REFERENCIAL,16.1,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
657,CEMIG,PERDAS REFERENCIAL,11.43,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
658,COELBA,PERDAS REFERENCIAL,14.35,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
659,COPEL,PERDAS REFERENCIAL,8.42,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
660,COSERN,PERDAS REFERENCIAL,10.77,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
661,CPFL PAULISTA,PERDAS REFERENCIAL,8.38,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
662,CPFL PIRATININGA,PERDAS REFERENCIAL,6.56,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
663,EDP ES,PERDAS REFERENCIAL,11.56,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
664,EDP SP,PERDAS REFERENCIAL,7.19,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
665,ELEKTRO,PERDAS REFERENCIAL,8.11,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
666,ENEL CE,PERDAS REFERENCIAL,13.52,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
667,ENEL GO,PERDAS REFERENCIAL,11.85,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
668,ENEL RJ,PERDAS REFERENCIAL,18.52,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
669,ENEL SP,PERDAS REFERENCIAL,9.41,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
670,ENERGISA MS,PERDAS REFERENCIAL,12.97,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
671,ENERGISA MT,PERDAS REFERENCIAL,13.64,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
672,ENERGISA PB,PERDAS REFERENCIAL,12.76,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
673,ENERGISA RO,PERDAS REFERENCIAL,22.05,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
674,ENERGISA SE,PERDAS REFERENCIAL,10.55,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
675,ENERGISA SS,PERDAS REFERENCIAL,6.73,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
676,ENERGISA TO,PERDAS REFERENCIAL,13.91,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
677,EQTL ALAGOAS,PERDAS REFERENCIAL,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
678,EQTL MARANHÃO,PERDAS REFERENCIAL,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
679,EQTL PARÁ,PERDAS REFERENCIAL,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
680,EQTL PIAUÍ,PERDAS REFERENCIAL,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
681,LIGHT,PERDAS REFERENCIAL,19.2,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
682,NEOENERGIA BRASÍLIA,PERDAS REFERENCIAL,,0.0,1.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
683,RGE,PERDAS REFERENCIAL,9.18,0.0,0.0,Gestão Operacional,0,0.0,1,1,0,maior melhor
436,AMAZONAS ENERGIA,PSP,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
437,CEEE,PSP,96.79,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
438,CELESC,PSP,96.88,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
439,CELPE,PSP,97.81,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
440,CEMIG,PSP,98.94,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
441,COELBA,PSP,96.13,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
442,COPEL,PSP,99.07,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
443,COSERN,PSP,97.01,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
444,CPFL PAULISTA,PSP,99.3,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
445,CPFL PIRATININGA,PSP,99.58,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
446,EDP ES,PSP,96.64,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
447,EDP SP,PSP,97.3,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
448,ELEKTRO,PSP,95.69,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
449,ENEL CE,PSP,88.72,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
450,ENEL GO,PSP,98.76,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
451,ENEL RJ,PSP,96.69,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
452,ENEL SP,PSP,97.76,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
453,ENERGISA MS,PSP,96.42,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
454,ENERGISA MT,PSP,93.74,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
455,ENERGISA PB,PSP,90.46,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
456,ENERGISA RO,PSP,88.66,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
457,ENERGISA SE,PSP,90.62,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
458,ENERGISA SS,PSP,98.15,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
459,ENERGISA TO,PSP,96.24,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
460,EQTL ALAGOAS,PSP,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
461,EQTL MARANHÃO,PSP,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
462,EQTL PARÁ,PSP,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
463,EQTL PIAUÍ,PSP,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
464,LIGHT,PSP,98.86,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
465,NEOENERGIA BRASÍLIA,PSP,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
466,RGE,PSP,99.42,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,maior melhor
467,AMAZONAS ENERGIA,RELATORIO GESTAO,,0.0,1.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
468,CEEE,RELATORIO GESTAO,7.1,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
469,CELESC,RELATORIO GESTAO,8.0,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
470,CELPE,RELATORIO GESTAO,9.5,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
471,CEMIG,RELATORIO GESTAO,7.2,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
472,COELBA,RELATORIO GESTAO,9.5,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
473,COPEL,RELATORIO GESTAO,9.9,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
474,COSERN,RELATORIO GESTAO,9.5,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
475,CPFL PAULISTA,RELATORIO GESTAO,8.0,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
476,CPFL PIRATININGA,RELATORIO GESTAO,8.3,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
477,EDP ES,RELATORIO GESTAO,8.9,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
478,EDP SP,RELATORIO GESTAO,9.1,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
479,ELEKTRO,RELATORIO GESTAO,10.0,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
480,ENEL CE,RELATORIO GESTAO,8.1,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
481,ENEL GO,RELATORIO GESTAO,8.1,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
482,ENEL RJ,RELATORIO GESTAO,8.4,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
483,ENEL SP,RELATORIO GESTAO,8.8,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
484,ENERGISA MS,RELATORIO GESTAO,9.0,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
