,empresa,indicador,valor,na,nd,criterio,peso_especifica,peso_geral,criterio_desempate,sub_indicador,calculado,direcao_indicador
485,ENERGISA MT,RELATORIO GESTAO,7.8,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
486,ENERGISA PB,RELATORIO GESTAO,9.3,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
487,ENERGISA RO,RELATORIO GESTAO,7.3,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
488,ENERGISA SE,RELATORIO GESTAO,9.1,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
489,ENERGISA SS,RELATORIO GESTAO,8.7,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
490,ENERGISA TO,RELATORIO GESTAO,7.8,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
491,EQTL ALAGOAS,RELATORIO GESTAO,,0.0,1.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
492,EQTL MARANHÃO,RELATORIO GESTAO,,0.0,1.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
493,EQTL PARÁ,RELATORIO GESTAO,,0.0,1.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
494,EQTL PIAUÍ,RELATORIO GESTAO,,0.0,1.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
495,LIGHT,RELATORIO GESTAO,,0.0,1.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
496,NEOENERGIA BRASÍLIA,RELATORIO GESTAO,,0.0,1.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
497,RGE,RELATORIO GESTAO,8.0,0.0,0.0,Qualidade de Gestão,100,15.0,0,0,0,maior melhor
93,AMAZONAS ENERGIA,REMUN CRITERIO SETORIAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
94,CEEE,REMUN CRITERIO SETORIAL,-37.202545,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
95,CELESC,REMUN CRITERIO SETORIAL,11.32107,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
96,CELPE,REMUN CRITERIO SETORIAL,5.92503,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
97,CEMIG,REMUN CRITERIO SETORIAL,14.01791,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
98,COELBA,REMUN CRITERIO SETORIAL,13.907692,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
99,COPEL,REMUN CRITERIO SETORIAL,23.256792,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
100,COSERN,REMUN CRITERIO SETORIAL,16.899374,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
101,CPFL PAULISTA,REMUN CRITERIO SETORIAL,18.95799,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
102,CPFL PIRATININGA,REMUN CRITERIO SETORIAL,16.749601,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
103,EDP ES,REMUN CRITERIO SETORIAL,10.117579,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
104,EDP SP,REMUN CRITERIO SETORIAL,13.49,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
105,ELEKTRO,REMUN CRITERIO SETORIAL,16.266218,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
106,ENEL CE,REMUN CRITERIO SETORIAL,4.972735,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
107,ENEL GO,REMUN CRITERIO SETORIAL,5.4147515,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
108,ENEL RJ,REMUN CRITERIO SETORIAL,-0.13242215,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
109,ENEL SP,REMUN CRITERIO SETORIAL,15.725971,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
110,ENERGISA MS,REMUN CRITERIO SETORIAL,23.759447,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
111,ENERGISA MT,REMUN CRITERIO SETORIAL,17.039434,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
112,ENERGISA PB,REMUN CRITERIO SETORIAL,24.761368,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
113,ENERGISA RO,REMUN CRITERIO SETORIAL,-1.4394857,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
114,ENERGISA SE,REMUN CRITERIO SETORIAL,22.383242,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
115,ENERGISA SS,REMUN CRITERIO SETORIAL,24.099594,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
116,ENERGISA TO,REMUN CRITERIO SETORIAL,36.84532,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
117,EQTL ALAGOAS,REMUN CRITERIO SETORIAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
118,EQTL MARANHÃO,REMUN CRITERIO SETORIAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
119,EQTL PARÁ,REMUN CRITERIO SETORIAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
120,EQTL PIAUÍ,REMUN CRITERIO SETORIAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
121,LIGHT,REMUN CRITERIO SETORIAL,1.2474664,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
122,NEOENERGIA BRASÍLIA,REMUN CRITERIO SETORIAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
123,RGE,REMUN CRITERIO SETORIAL,12.483137,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
124,AMAZONAS ENERGIA,RESULTADO OPERACIONAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
125,CEEE,RESULTADO OPERACIONAL,,1.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
126,CELESC,RESULTADO OPERACIONAL,37.273308,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
127,CELPE,RESULTADO OPERACIONAL,39.320988,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
128,CEMIG,RESULTADO OPERACIONAL,39.342915,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
129,COELBA,RESULTADO OPERACIONAL,57.853172,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
130,COPEL,RESULTADO OPERACIONAL,66.96299,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
131,COSERN,RESULTADO OPERACIONAL,61.953728,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
132,CPFL PAULISTA,RESULTADO OPERACIONAL,56.819508,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
133,CPFL PIRATININGA,RESULTADO OPERACIONAL,58.581318,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
134,EDP ES,RESULTADO OPERACIONAL,45.93532,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
135,EDP SP,RESULTADO OPERACIONAL,48.89,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
136,ELEKTRO,RESULTADO OPERACIONAL,55.98389,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
137,ENEL CE,RESULTADO OPERACIONAL,32.383785,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
138,ENEL GO,RESULTADO OPERACIONAL,31.978546,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
139,ENEL RJ,RESULTADO OPERACIONAL,22.893473,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
140,ENEL SP,RESULTADO OPERACIONAL,51.135952,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
141,ENERGISA MS,RESULTADO OPERACIONAL,54.924065,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
142,ENERGISA MT,RESULTADO OPERACIONAL,59.50298,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
143,ENERGISA PB,RESULTADO OPERACIONAL,59.51873,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
144,ENERGISA RO,RESULTADO OPERACIONAL,13.985341,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
145,ENERGISA SE,RESULTADO OPERACIONAL,58.743515,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
146,ENERGISA SS,RESULTADO OPERACIONAL,55.98719,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
147,ENERGISA TO,RESULTADO OPERACIONAL,55.179207,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
148,EQTL ALAGOAS,RESULTADO OPERACIONAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
149,EQTL MARANHÃO,RESULTADO OPERACIONAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
150,EQTL PARÁ,RESULTADO OPERACIONAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
151,EQTL PIAUÍ,RESULTADO OPERACIONAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
152,LIGHT,RESULTADO OPERACIONAL,37.993633,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
153,NEOENERGIA BRASÍLIA,RESULTADO OPERACIONAL,,0.0,1.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
154,RGE,RESULTADO OPERACIONAL,56.718597,0.0,0.0,Gestão Econômica Financeira,20,5.0,0,0,0,maior melhor
591,AMAZONAS ENERGIA,TF POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
592,CEEE,TF POPULACAO,1.81,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
593,CELESC,TF POPULACAO,2.07,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
594,CELPE,TF POPULACAO,4.15,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
595,CEMIG,TF POPULACAO,3.27,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
596,COELBA,TF POPULACAO,3.68,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
597,COPEL,TF POPULACAO,3.05,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
598,COSERN,TF POPULACAO,2.26,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
599,CPFL PAULISTA,TF POPULACAO,3.18,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
600,CPFL PIRATININGA,TF POPULACAO,2.29,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
601,EDP ES,TF POPULACAO,4.57,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
602,EDP SP,TF POPULACAO,2.13,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
603,ELEKTRO,TF POPULACAO,1.79,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
604,ENEL CE,TF POPULACAO,10.34,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
605,ENEL GO,TF POPULACAO,4.64,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
606,ENEL RJ,TF POPULACAO,10.33,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
607,ENEL SP,TF POPULACAO,4.75,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
608,ENERGISA MS,TF POPULACAO,4.42,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
609,ENERGISA MT,TF POPULACAO,4.82,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
610,ENERGISA PB,TF POPULACAO,4.26,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
611,ENERGISA RO,TF POPULACAO,3.34,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
612,ENERGISA SE,TF POPULACAO,2.41,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
613,ENERGISA SS,TF POPULACAO,1.48,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
614,ENERGISA TO,TF POPULACAO,6.85,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
615,EQTL ALAGOAS,TF POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
616,EQTL MARANHÃO,TF POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
617,EQTL PARÁ,TF POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
618,EQTL PIAUÍ,TF POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
619,LIGHT,TF POPULACAO,0.81,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
620,NEOENERGIA BRASÍLIA,TF POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
621,RGE,TF POPULACAO,3.5,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
312,AMAZONAS ENERGIA,TF PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
313,CEEE,TF PROPRIO,4.32,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
314,CELESC,TF PROPRIO,8.89,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
315,CELPE,TF PROPRIO,4.32,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
316,CEMIG,TF PROPRIO,5.06,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
317,COELBA,TF PROPRIO,3.15,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
318,COPEL,TF PROPRIO,5.32,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
319,COSERN,TF PROPRIO,2.24,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
320,CPFL PAULISTA,TF PROPRIO,8.54,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
321,CPFL PIRATININGA,TF PROPRIO,6.74,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
322,EDP ES,TF PROPRIO,7.57,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
323,EDP SP,TF PROPRIO,2.18,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
324,ELEKTRO,TF PROPRIO,3.42,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
325,ENEL CE,TF PROPRIO,5.52,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
326,ENEL GO,TF PROPRIO,5.19,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
327,ENEL RJ,TF PROPRIO,15.64,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
328,ENEL SP,TF PROPRIO,3.36,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
329,ENERGISA MS,TF PROPRIO,13.75,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
330,ENERGISA MT,TF PROPRIO,3.78,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
331,ENERGISA PB,TF PROPRIO,4.45,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
332,ENERGISA RO,TF PROPRIO,8.64,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
333,ENERGISA SE,TF PROPRIO,6.33,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
334,ENERGISA SS,TF PROPRIO,6.6,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
335,ENERGISA TO,TF PROPRIO,6.72,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
336,EQTL ALAGOAS,TF PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
337,EQTL MARANHÃO,TF PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
338,EQTL PARÁ,TF PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
339,EQTL PIAUÍ,TF PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
340,LIGHT,TF PROPRIO,6.66,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
341,NEOENERGIA BRASÍLIA,TF PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
342,RGE,TF PROPRIO,3.68,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
560,AMAZONAS ENERGIA,TG POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
561,CEEE,TG POPULACAO,3759.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
562,CELESC,TG POPULACAO,3309.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
563,CELPE,TG POPULACAO,11768.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
564,CEMIG,TG POPULACAO,7712.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
565,COELBA,TG POPULACAO,10299.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
566,COPEL,TG POPULACAO,5961.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
567,COSERN,TG POPULACAO,2688.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
568,CPFL PAULISTA,TG POPULACAO,7422.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
569,CPFL PIRATININGA,TG POPULACAO,2546.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
570,EDP ES,TG POPULACAO,14856.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
571,EDP SP,TG POPULACAO,5335.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
572,ELEKTRO,TG POPULACAO,6264.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
573,ENEL CE,TG POPULACAO,12953.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
574,ENEL GO,TG POPULACAO,10824.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
575,ENEL RJ,TG POPULACAO,25508.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
576,ENEL SP,TG POPULACAO,7488.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
577,ENERGISA MS,TG POPULACAO,8293.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
578,ENERGISA MT,TG POPULACAO,18008.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
579,ENERGISA PB,TG POPULACAO,16178.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
580,ENERGISA RO,TG POPULACAO,7793.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
581,ENERGISA SE,TG POPULACAO,9145.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
582,ENERGISA SS,TG POPULACAO,6168.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
583,ENERGISA TO,TG POPULACAO,27387.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
584,EQTL ALAGOAS,TG POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
585,EQTL MARANHÃO,TG POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
586,EQTL PARÁ,TG POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
587,EQTL PIAUÍ,TG POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
588,LIGHT,TG POPULACAO,2883.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
589,NEOENERGIA BRASÍLIA,TG POPULACAO,,0.0,1.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
590,RGE,TG POPULACAO,11005.0,0.0,0.0,Responsabilidade Socioambiental,5,0.5,0,0,0,menor melhor
281,AMAZONAS ENERGIA,TG PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
282,CEEE,TG PROPRIO,1585.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
283,CELESC,TG PROPRIO,911.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
284,CELPE,TG PROPRIO,382.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
285,CEMIG,TG PROPRIO,507.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
286,COELBA,TG PROPRIO,15.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
287,COPEL,TG PROPRIO,1256.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
288,COSERN,TG PROPRIO,5.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
289,CPFL PAULISTA,TG PROPRIO,954.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
290,CPFL PIRATININGA,TG PROPRIO,1059.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
291,EDP ES,TG PROPRIO,1501.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
292,EDP SP,TG PROPRIO,3.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
293,ELEKTRO,TG PROPRIO,1388.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
294,ENEL CE,TG PROPRIO,963.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
295,ENEL GO,TG PROPRIO,1199.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
296,ENEL RJ,TG PROPRIO,328.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
297,ENEL SP,TG PROPRIO,38.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
298,ENERGISA MS,TG PROPRIO,70.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
299,ENERGISA MT,TG PROPRIO,1358.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
300,ENERGISA PB,TG PROPRIO,26.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
301,ENERGISA RO,TG PROPRIO,1604.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
302,ENERGISA SE,TG PROPRIO,3.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
303,ENERGISA SS,TG PROPRIO,1874.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
304,ENERGISA TO,TG PROPRIO,22.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
305,EQTL ALAGOAS,TG PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
306,EQTL MARANHÃO,TG PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
307,EQTL PARÁ,TG PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
308,EQTL PIAUÍ,TG PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
309,LIGHT,TG PROPRIO,85.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
310,NEOENERGIA BRASÍLIA,TG PROPRIO,,0.0,1.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
311,RGE,TG PROPRIO,379.0,0.0,0.0,Gestão Operacional,10,2.5,0,0,0,menor melhor
